order_no	req_pu_date	customer	origin	destination	revenue	cost	margin
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	SAINT PAMPHILE,PQL'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILODTELHI,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	BOUCHERVILLE,PQ MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRABEL,PQ CANOE,BC	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILODTELHI,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	SAINT PAMPHILE,PQL'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	SAINT PAMPHILE,PQL'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	BOUCHERVILLE,PQ MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	LAREDO ,TX MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MONTREAL-NORD,PCQHICAGO,IL	<NA>	<NA>	<NA>	0.0	0.0	0.0
	CHICAGO,IL MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILODTELHI,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	L'ORIGNAL,ON L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ROCKY VIEW,AB	<NA>	<NA>	<NA>	0.0	0.0	0.0
	BOUCHERVILLE,PQ MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILODTELHI,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-BONAVENTURE ST-MARGARETS,NB	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-BONAVENTURE MIRAMICHI,NB	<NA>	<NA>	<NA>	0.0	0.0	0.0
	BOUCHERVILLE,PQ MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DORVAL,PQ MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LAURENT,PQ MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	BOUCHERVILLE,PQ MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	HAYWARD,CA MIRABEL,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MONTREAL-NORD,PLQAVAL,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-BRUNO DE MONTMAORNVTILRLEEAL,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	LACHINE,PQ WALLACEBURG,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DORVAL,PQ MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRABEL,PQ NORMANDIN,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	BOUCHERVILLE,PQ MONTREAL-NORD,PQ	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-BRUNO DE MONTGAraRnVdIeL LPErairie,AB	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	SAINT PAMPHILE,PQL'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	SAINT PAMPHILE,PQL'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	BURNABY,BC TORONTO,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	BURNABY,BC RICHMOND,BC	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,350.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	SAINT PAMPHILE,PQL'ORIGNAL,ON 1,900.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	SAINT PAMPHILE,PQL'ORIGNAL,ON 1,900.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	Varennes,PQ Toronto,ON 255.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DORVAL,PQ ST-BRUNO DE MONTARVIL2L2E5.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	HALIFAX,NS ST-BRUNO DE MONTARVIL3L9E0.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE 1,100.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE 1,100.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MOBILE ,AL ST-BONAVENTURE 1,700.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRABEL,PQ REVELSTOKE,BC 1,350.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-BRUNO DE MONTPAORWVEILLLLE,OH 825.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRAMICHI,NB L'ORIGNAL,ON 1,500.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MECHANICSVILLE,VSAT-BONAVENTURE 1,995.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	BOUCHERVILLE,PQ MONTREAL-NORD,PQ 275.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MONTREAL-NORD,PFQAIRFIELD,NJ 2,250.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MONTREAL-NORD,PFQAIRFIELD,NJ 2,250.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	DELHI,ON MIRAMICHI,NB 1,675.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-MAJORIQUE,PQ ST-LUDGER DE MILOT 1,700.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	L'ORIGNAL,ON ST-BONAVENTURE 900.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	L'ORIGNAL,ON ST-BONAVENTURE 900.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	L'ORIGNAL,ON ST-BONAVENTURE 900.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	L'ORIGNAL,ON ST-BONAVENTURE 900.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-LUDGER DE MILOST-BONAVENTURE 1,200.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	MIRABEL,PQ ST-ELZÉAR,PQ 875.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-ELZÉAR,PQ MIRABEL,PQ 1,375.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	BOUCHERVILLE,PQ MONTREAL-NORD,PQ 250.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-MAJORIQUE,PQ ST-LUDGER DE MILOT 1,700.00 CA	<NA>	<NA>	<NA>	0.0	0.0	0.0
	L'ORIGNAL,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	L'ORIGNAL,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	L'ORIGNAL,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	L'ORIGNAL,ON ST-BONAVENTURE	<NA>	<NA>	<NA>	0.0	0.0	0.0
	ST-HUBERT,PQ L'ORIGNAL,ON	<NA>	<NA>	<NA>	0.0	0.0	0.0
	Grand Total:	<NA>	<NA>	<NA>	0.0	0.0	0.0
		<NA>	<NA>	<NA>	0.0	0.0	0.0
